"accident_index","accident_year","accident_reference","location_easting_osgr","location_northing_osgr","longitude","latitude","police_force","accident_severity","number_of_vehicles","number_of_casualties","date","day_of_week","time","local_authority_district","local_authority_ons_district","local_authority_highway","first_road_class","first_road_number","road_type","speed_limit","junction_detail","junction_control","second_road_class","second_road_number","pedestrian_crossing_human_control","pedestrian_crossing_physical_facilities","light_conditions","weather_conditions","road_surface_conditions","special_conditions_at_site","carriageway_hazards","urban_or_rural_area","did_police_officer_attend_scene_of_accident","trunk_road_flag","lsoa_of_accident_location","datetime"
"2021991072185",2021,"991072185",290803,817129,-3.810516,57.231799,"Police Scotland","Serious",2,1,2021-07-30,"Friday",22:23:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2021-07-30 22:23:00
"2021991072258",2021,"991072258",334037,1013721,-3.150065,59.005461,"Police Scotland","Slight",2,2,2021-07-31,"Saturday",23:45:00,NA,"S12000023","S12000023","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2021-07-31 23:45:00
"2021991072338",2021,"991072338",328389,700720,-3.155568,56.193679,"Police Scotland","Slight",2,1,2021-08-01,"Sunday",11:50:00,NA,"S12000047","S12000047","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-01 11:50:00
"2021991072344",2021,"991072344",382120,801271,-2.296771,57.102044,"Police Scotland","Serious",1,3,2021-07-31,"Saturday",00:29:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Wet or damp","None","None","Rural","No","Data missing or out of range","-1",2021-07-31 00:29:00
"2021991072403",2021,"991072403",296286,674644,-3.662558,55.953584,"Police Scotland","Slight",1,1,2021-08-01,"Sunday",03:05:00,NA,"S12000040","S12000040","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-01 03:05:00
"2021991072408",2021,"991072408",150117,830745,-6.149739,57.298661,"Police Scotland","Serious",2,1,2021-07-27,"Tuesday",11:15:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-07-27 11:15:00
"2021991072427",2021,"991072427",326768,665546,-3.172064,55.877477,"Police Scotland","Slight",2,1,2021-07-24,"Saturday",01:40:00,NA,"S12000019","S12000019","A",NA,"Dual carriageway",40,"T or staggered junction","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-07-24 01:40:00
"2021991072428",2021,"991072428",315856,693069,-3.355047,56.122908,"Police Scotland","Serious",2,1,2021-07-28,"Wednesday",09:35:00,NA,"S12000047","S12000047","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-07-28 09:35:00
"2021991072429",2021,"991072429",244441,673760,-4.491606,55.931656,"Police Scotland","Slight",1,1,2021-08-02,"Monday",02:15:00,NA,"S12000039","S12000039","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-02 02:15:00
"2021991072516",2021,"991072516",206123,569417,-5.031326,54.981522,"Police Scotland","Slight",3,2,2021-07-15,"Thursday",15:15:00,NA,"S12000006","S12000006","A",NA,"Roundabout",30,"Roundabout","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-07-15 15:15:00
"2021991072536",2021,"991072536",412857,841933,-1.787322,57.467476,"Police Scotland","Fatal",1,1,2021-07-31,"Saturday",00:04:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","Other object on road","Rural","No","Data missing or out of range","-1",2021-07-31 00:04:00
"2021991072556",2021,"991072556",331079,567623,-3.078903,54.998396,"Police Scotland","Slight",1,1,2021-07-07,"Wednesday",10:35:00,NA,"S12000006","S12000006","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-07-07 10:35:00
"2021991072575",2021,"991072575",320200,672888,-3.279183,55.942382,"Police Scotland","Slight",2,1,2021-08-02,"Monday",10:00:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-02 10:00:00
"2021991072680",2021,"991072680",272210,612362,-4.018869,55.388527,"Police Scotland","Serious",1,1,2021-07-29,"Thursday",17:00:00,NA,"S12000006","S12000006","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-07-29 17:00:00
"2021991072766",2021,"991072766",200090,682896,-5.207196,55.99722,"Police Scotland","Slight",1,1,2021-07-30,"Friday",17:45:00,NA,"S12000035","S12000035","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-07-30 17:45:00
"2021991072826",2021,"991072826",300387,742765,-3.622606,56.566225,"Police Scotland","Fatal",3,4,2021-08-02,"Monday",16:50:00,NA,"S12000048","S12000048","A",NA,"Single carriageway",60,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-02 16:50:00
"2021991072844",2021,"991072844",351744,840308,-2.805746,57.450482,"Police Scotland","Slight",2,2,2021-07-31,"Saturday",15:45:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-07-31 15:45:00
"2021991073224",2021,"991073224",268669,845568,-4.192066,57.481254,"Police Scotland","Slight",2,2,2021-08-03,"Tuesday",10:42:00,NA,"S12000017","S12000017","A",NA,"Slip road",30,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-03 10:42:00
"2021991073229",2021,"991073229",217305,677686,-4.928038,55.95734,"Police Scotland","Slight",2,3,2021-08-01,"Sunday",12:45:00,NA,"S12000035","S12000035","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-01 12:45:00
"2021991073251",2021,"991073251",344525,847896,-2.927746,57.517805,"Police Scotland","Fatal",2,4,2021-07-26,"Monday",19:30:00,NA,"S12000020","S12000020","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-07-26 19:30:00
"2021991073261",2021,"991073261",330491,671758,-3.114173,55.933832,"Police Scotland","Serious",2,2,2021-08-03,"Tuesday",14:38:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","Auto traffic signal - out","None","Urban","Yes","Data missing or out of range","-1",2021-08-03 14:38:00
"2021991073335",2021,"991073335",259284,664243,-4.249281,55.850789,"Police Scotland","Slight",2,1,2021-06-09,"Wednesday",12:30:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-06-09 12:30:00
"2021991073349",2021,"991073349",330740,639342,-3.101933,55.642669,"Police Scotland","Slight",2,1,2021-08-03,"Tuesday",21:15:00,NA,"S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights unlit","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-03 21:15:00
"2021991073374",2021,"991073374",324644,673660,-3.20827,55.950035,"Police Scotland","Fatal",1,1,2021-07-20,"Tuesday",10:29:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-07-20 10:29:00
"2021991073546",2021,"991073546",257986,665272,-4.270535,55.859647,"Police Scotland","Slight",2,3,2021-07-27,"Tuesday",13:55:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-07-27 13:55:00
"2021991073603",2021,"991073603",308298,672224,-3.469441,55.934294,"Police Scotland","Slight",2,1,2021-08-04,"Wednesday",11:15:00,NA,"S12000040","S12000040","A",NA,"Single carriageway",20,"Crossroads","Give way or uncontrolled","B",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-04 11:15:00
"2021991073607",2021,"991073607",296308,577162,-3.625698,55.078046,"Police Scotland","Slight",2,1,2021-07-21,"Wednesday",13:45:00,NA,"S12000006","S12000006","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-07-21 13:45:00
"2021991073639",2021,"991073639",303046,575726,-3.519713,55.066509,"Police Scotland","Serious",2,2,2021-07-29,"Thursday",10:46:00,NA,"S12000006","S12000006","A",NA,"Dual carriageway",70,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-07-29 10:46:00
"2021991073695",2021,"991073695",238539,673245,-4.585663,55.925087,"Police Scotland","Serious",1,1,2021-08-04,"Wednesday",00:01:00,NA,"S12000038","S12000038","A",NA,"Dual carriageway",70,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-04 00:01:00
"2021991073741",2021,"991073741",233376,638040,-4.646684,55.607354,"Police Scotland","Slight",2,2,2021-08-03,"Tuesday",20:10:00,NA,"S12000021","S12000021","A",NA,"Dual carriageway",60,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-03 20:10:00
"2021991073762",2021,"991073762",298597,699304,-3.634916,56.175546,"Police Scotland","Serious",2,1,2021-08-04,"Wednesday",16:10:00,NA,"S12000005","S12000005","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-04 16:10:00
"2021991074007",2021,"991074007",287857,643815,-3.784753,55.674831,"Police Scotland","Serious",1,1,2021-08-05,"Thursday",12:45:00,NA,"S12000029","S12000029","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-05 12:45:00
"2021991074076",2021,"991074076",320644,675126,-3.272737,55.962558,"Police Scotland","Slight",1,1,2021-08-04,"Wednesday",18:10:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",40,"Crossroads","Auto traffic signal","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","No - accident was reported using a self completion  form (self rep only)","Data missing or out of range","-1",2021-08-04 18:10:00
"2021991074129",2021,"991074129",257956,671840,-4.274462,55.918603,"Police Scotland","Slight",1,1,2021-08-05,"Thursday",20:00:00,NA,"S12000049","S12000049","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-05 20:00:00
"2021991074161",2021,"991074161",368774,607903,-2.494161,55.364129,"Police Scotland","Serious",1,1,2021-08-05,"Thursday",12:20:00,NA,"S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-05 12:20:00
"2021991074231",2021,"991074231",267324,664633,-4.121148,55.856571,"Police Scotland","Slight",2,1,2021-08-05,"Thursday",16:00:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",40,"Other junction","Auto traffic signal","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-05 16:00:00
"2021991074272",2021,"991074272",322706,675113,-3.239712,55.962778,"Police Scotland","Slight",2,1,2021-08-04,"Wednesday",16:10:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Central refuge","Daylight","Fine no high winds","Dry","None","None","Urban","No","Data missing or out of range","-1",2021-08-04 16:10:00
"2021991074465",2021,"991074465",304803,969001,-3.639722,58.59849,"Police Scotland","Slight",4,3,2021-08-06,"Friday",14:54:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-06 14:54:00
"2021991074528",2021,"991074528",235609,628711,-4.605724,55.524378,"Police Scotland","Slight",2,1,2021-02-17,"Wednesday",10:45:00,NA,"S12000028","S12000028","A",NA,"Roundabout",60,"Roundabout","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-02-17 10:45:00
"2021991074530",2021,"991074530",269351,677305,-4.094922,55.970904,"Police Scotland","Serious",1,1,2021-08-07,"Saturday",00:04:00,NA,"S12000050","S12000050","A",NA,"Single carriageway",30,"Crossroads","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - no lighting","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-07 00:04:00
"2021991074620",2021,"991074620",250724,636918,-4.370962,55.602914,"Police Scotland","Serious",2,3,2021-08-07,"Saturday",09:40:00,NA,"S12000008","S12000008","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","No","Data missing or out of range","-1",2021-08-07 09:40:00
"2021991074702",2021,"991074702",347650,638893,-2.833229,55.640753,"Police Scotland","Serious",3,2,2021-08-07,"Saturday",16:38:00,NA,"S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-07 16:38:00
"2021991074706",2021,"991074706",240428,672867,-4.555242,55.922325,"Police Scotland","Slight",2,1,2021-08-07,"Saturday",17:00:00,NA,"S12000038","S12000038","A",NA,"Single carriageway",60,"Private drive or entrance","Data missing or out of range","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Other","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-07 17:00:00
"2021991074729",2021,"991074729",248143,688800,-4.44091,56.067846,"Police Scotland","Slight",2,1,2021-08-03,"Tuesday",10:30:00,NA,"S12000030","S12000030","A",NA,"Single carriageway",60,"T or staggered junction","Give way or uncontrolled","B",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-03 10:30:00
"2021991074793",2021,"991074793",324254,673239,-3.214395,55.946193,"Police Scotland","Slight",1,1,2021-08-07,"Saturday",15:15:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",20,"Crossroads","Auto traffic signal","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Fine no high winds","Dry","None","Pedestrian in carriageway - not injured","Urban","Yes","Data missing or out of range","-1",2021-08-07 15:15:00
"2021991074804",2021,"991074804",322896,673229,-3.23613,55.945886,"Police Scotland","Serious",1,1,2021-08-07,"Saturday",17:35:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",30,"T or staggered junction","Give way or uncontrolled","A",NA,"None within 50 metres","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Daylight","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-07 17:35:00
"2021991074808",2021,"991074808",339085,812838,-3.009858,57.202241,"Police Scotland","Slight",1,1,2021-08-08,"Sunday",13:24:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining + high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-08 13:24:00
"2021991074851",2021,"991074851",305195,669390,-3.518095,55.908237,"Police Scotland","Slight",2,1,2021-08-08,"Sunday",17:30:00,NA,"S12000040","S12000040","A",NA,"Dual carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-08 17:30:00
"2021991074860",2021,"991074860",259969,665315,-4.238902,55.860613,"Police Scotland","Serious",3,2,2021-08-08,"Sunday",04:53:00,NA,"S12000049","S12000049","A",NA,"Dual carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Darkness - lights lit","Fine no high winds","Dry","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-08 04:53:00
"2021991074953",2021,"991074953",316495,676732,-3.339674,55.976279,"Police Scotland","Slight",1,3,2021-08-08,"Sunday",19:10:00,NA,"S12000036","S12000036","A",NA,"Dual carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-08 19:10:00
"2021991074986",2021,"991074986",269571,870705,-4.190565,57.70714,"Police Scotland","Serious",2,2,2021-08-07,"Saturday",13:45:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Other junction","Give way or uncontrolled","Unclassified","first_road_class is C or Unclassified. These roads do not have official numbers so recorded as zero","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Wet or damp","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-07 13:45:00
"2021991074995",2021,"991074995",440880,1163428,-1.261029,60.352821,"Police Scotland","Serious",1,1,2021-08-09,"Monday",08:52:00,NA,"S12000027","S12000027","A",NA,"Single carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","Roadworks","None","Rural","No","Data missing or out of range","-1",2021-08-09 08:52:00
"2021991075150",2021,"991075150",352111,652340,-2.764723,55.762025,"Police Scotland","Serious",1,2,2021-08-09,"Monday",10:20:00,NA,"S12000026","S12000026","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-09 10:20:00
"2021991075174",2021,"991075174",257519,664615,-4.277644,55.853611,"Police Scotland","Slight",2,2,2021-08-09,"Monday",09:53:00,NA,"S12000049","S12000049","A",NA,"Single carriageway",30,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","Control by other authorised person","Pedestrian phase at traffic signal junction","Daylight","Other","Wet or damp","None","None","Urban","No","Data missing or out of range","-1",2021-08-09 09:53:00
"2021991075226",2021,"991075226",303182,667133,-3.549473,55.887565,"Police Scotland","Slight",2,1,2021-08-09,"Monday",17:30:00,NA,"S12000040","S12000040","A",NA,"Roundabout",40,"Roundabout","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-09 17:30:00
"2021991075231",2021,"991075231",330489,671755,-3.114204,55.933805,"Police Scotland","Serious",2,2,2021-08-09,"Monday",17:15:00,NA,"S12000036","S12000036","A",NA,"Single carriageway",20,"Other junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","Auto traffic signal - out","None","Urban","Yes","Data missing or out of range","-1",2021-08-09 17:15:00
"2021991075236",2021,"991075236",324799,673706,-3.205801,55.950473,"Police Scotland","Slight",2,1,2021-08-09,"Monday",17:40:00,NA,"S12000036","S12000036","A",NA,"Dual carriageway",20,"T or staggered junction","Auto traffic signal","A",NA,"None within 50 metres","Pedestrian phase at traffic signal junction","Daylight","Raining no high winds","Wet or damp","None","None","Urban","Yes","Data missing or out of range","-1",2021-08-09 17:40:00
"2021991075239",2021,"991075239",343431,749430,-2.92376,56.633262,"Police Scotland","Slight",2,1,2021-08-09,"Monday",17:00:00,NA,"S12000041","S12000041","A",NA,"Dual carriageway",70,"Slip road","Give way or uncontrolled","A",NA,"None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-09 17:00:00
"2021991075251",2021,"991075251",319655,659461,-3.283917,55.821684,"Police Scotland","Slight",2,1,2021-08-06,"Friday",15:13:00,NA,"S12000019","S12000019","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-06 15:13:00
"2021991075485",2021,"991075485",381039,828348,-2.316691,57.345226,"Police Scotland","Slight",1,1,2021-08-10,"Tuesday",07:15:00,NA,"S12000034","S12000034","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","Any animal in carriageway (except ridden horse)","Rural","Yes","Data missing or out of range","-1",2021-08-10 07:15:00
"2021991075500",2021,"991075500",187872,884271,-5.5712,57.797637,"Police Scotland","Slight",1,1,2021-08-07,"Saturday",15:21:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Raining no high winds","Wet or damp","None","Other object on road","Rural","Yes","Data missing or out of range","-1",2021-08-07 15:21:00
"2021991075609",2021,"991075609",200775,757319,-5.252585,56.665069,"Police Scotland","Serious",1,1,2021-08-10,"Tuesday",14:15:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",50,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-10 14:15:00
"2021991075636",2021,"991075636",223345,927463,-5.007659,58.200449,"Police Scotland","Serious",1,1,2021-08-09,"Monday",15:55:00,NA,"S12000017","S12000017","A",NA,"Single carriageway",60,"Not at junction or within 20 metres","Data missing or out of range","Not at junction or within 20 metres","Unknown","None within 50 metres","No physical crossing facilities within 50 metres","Daylight","Fine no high winds","Dry","None","None","Rural","Yes","Data missing or out of range","-1",2021-08-09 15:55:00
